text,type,topic,subtopic,longitude,longitude (old),latitude,latitude (old),relevance
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-49.70058,-119.70058,-4.16014,45.83986,337854
Guatemalan Households,sub-subtopic,Solar Panel,Electricity access,-49.69931,-119.69931,-13.25088,36.74912,263747
Guatemalan Households,sub-subtopic,Solar Panel,Electricity access,-49.69923,-119.69923,-11.0566,38.9434,484819
Solar Kit,sub-subtopic,Solar Panel,Electricity access,-49.69819,-119.69819,-15.57917,34.42083,233332
Solar Kit,sub-subtopic,Solar Panel,Electricity access,-49.69429,-119.69429,-14.38365,35.61635,322455
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-49.6868,-119.6868,-13.56672,36.43328,622160
Solar Panels,sub-subtopic,Solar Panel,Electricity access,-49.68571,-119.68571,0.8165,50.8165,517819
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-49.67847,-119.67847,-13.36949,36.63051,706028
Interviewed Households,sub-subtopic,Solar Panel,Electricity access,-49.67116,-119.67116,-1.9918,48.0082,980328
Total Cost,sub-subtopic,Solar Panel,Renewable energy insights,-49.66911,-119.66911,-0.40023,49.59977,148480
Surveyed Households,sub-subtopic,Solar Panel,Renewable energy insights,-49.6643,-119.6643,-13.61922,36.38078,392887
Estimated Up-Front,sub-subtopic,Solar Panel,Renewable energy insights,-49.64962,-119.64962,-10.69037,39.30963,277093
Cost,sub-subtopic,Solar Panel,Renewable energy insights,-49.64932,-119.64932,-12.672,37.328,673399
Time Spent,sub-subtopic,Solar Panel,Electricity access,-49.64568,-119.64568,-13.67255,36.32745,893744
Improve Health,sub-subtopic,Solar Panel,Electricity access,-49.63624,-119.63624,-13.69672,36.30328,143748
Households Reduce,sub-subtopic,Solar Panel,Electricity access,-49.63208,-119.63208,-15.56334,34.43666,721503
Adverse Health,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.63059,-119.63059,-3.09903,46.90097,139513
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-49.61208,-119.61208,-13.42922,36.57078,219738
Puerto Rico,sub-subtopic,Solar Panel,Renewable energy insights,-49.59652,-119.59652,-15.57862,34.42138,610523
Puerto Rico,sub-subtopic,Solar Panel,Renewable energy insights,-49.59374,-119.59374,-13.34088,36.65912,591521
Households Reported,sub-subtopic,Solar Panel,Electricity access,-49.59295,-119.59295,-10.76286,39.23714,113413
Electricity Affect,sub-subtopic,Solar Panel,Electricity access,-49.58584,-119.58584,-0.51938,49.48062,822428
Power Loads,sub-subtopic,Solar Panel,Electricity access,-49.58339,-119.58339,-1.63874,48.36126,813254
Time Allocated,sub-subtopic,Solar Panel,Electricity access,-49.58333,-119.58333,-0.1375,49.8625,251850
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-49.57788,-119.57788,-12.25925,37.74075,389381
Medical Care,sub-subtopic,Solar Panel,Electricity access,-49.56707,-119.56707,-15.58,34.42,529667
Guatemala,sub-subtopic,Solar Panel,Electricity access,-49.56667,-119.56667,-0.65,49.35,193819
Water Access,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.5604,-119.5604,-13.90199,36.09801,493771
Solar Kit,sub-subtopic,Solar Panel,Electricity access,-49.5578,-119.5578,-4.64682,45.35318,853742
Solar Kit,sub-subtopic,Solar Panel,Electricity access,-49.55597,-119.55597,-13.29199,36.70801,633708
Primary Sources,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.55402,-119.55402,-13.48616,36.51384,990023
Guatemala Typically,sub-subtopic,Solar Panel,Electricity access,-49.55365,-119.55365,-2.68236,47.31764,550250
Solar Lighting,sub-subtopic,Solar Panel,Solar panel perception,-49.5524,-119.5524,-0.81694,49.18306,194188
Prevent Gender-Based,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.52755,-119.52755,-1.58901,48.41099,852786
Accidents Reducing,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.52707,-119.52707,-13.38838,36.61162,951952
South Asian,sub-subtopic,Solar Panel,Solar panel perception,-49.51846,-119.51846,-15.60112,34.39888,539509
Primary Lighting,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.50079,-119.50079,-11.26435,38.73565,541212
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-49.49141,-119.49141,-4.10431,45.89569,342303
Puerto Rico,sub-subtopic,Solar Panel,Solar innovation solutions ,-49.49059,-119.49059,-2.61069,47.38931,645284
Economic Mobility,sub-subtopic,Solar Panel,Solar panel perception,-49.4878,-119.4878,-3.73681,46.26319,737945
Puerto Rico,sub-subtopic,Solar Panel,Solar innovation solutions ,-49.48734,-119.48734,-14.11227,35.88773,467380
School Closures,sub-subtopic,Solar Panel,Solar innovation solutions ,-49.48568,-119.48568,-0.11693,49.88307,564750
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-49.48541,-119.48541,-12.91922,37.08078,789627
Puerto Rico,sub-subtopic,Solar Panel,Solar innovation solutions ,-49.47262,-119.47262,-14.86531,35.13469,612907
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-49.46956,-119.46956,-14.59948,35.40052,293066
Puerto Rico,sub-subtopic,Solar Panel,Solar innovation solutions ,-49.45818,-119.45818,-13.27616,36.72384,802908
Systems Refer,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-49.45651,-119.45651,-14.85753,35.14247,519926
Renewable Energy,sub-subtopic,Solar Panel,Renewable Solutions Integration,-49.45623,-119.45623,-14.84559,35.15441,653030
Energy Source,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.45623,-119.45623,-14.86531,35.13469,344139
Natural Disaster,sub-subtopic,Solar Panel,Renewable energy insights,-49.45237,-119.45237,-0.96694,49.03306,25670
Rural Regions,sub-subtopic,Solar Panel,Electricity access,-49.4504,-119.4504,-13.40366,36.59634,7055
Distributed Solar,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.44318,-119.44318,-13.52394,36.47606,427510
Electricity Manage,sub-subtopic,Solar Panel,Electricity access,-49.4395,-119.4395,-1.29485,48.70515,386138
Electricity Experience,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.43605,-119.43605,5.21664,55.21664,833333
Electricity,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.43562,-119.43562,-1.06095,48.93905,864003
Solar Energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-49.42012,-119.42012,-13.64894,36.35106,234713
Clean Energy,sub-subtopic,Solar Panel,Solar innovation solutions ,-49.40095,-119.40095,-14.94114,35.05886,989581
San Juan,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-49.39672,-119.39672,0.0088,50.0088,527015
Deity Research,sub-subtopic,Solar Panel,Electricity access,-49.38707,-119.38707,-13.45672,36.54328,605724
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-49.37406,-119.37406,-10.6262,39.3738,411721
Energy Agency,sub-subtopic,Solar Panel,Solar urban sustainability ,-49.36907,-119.36907,-0.06693,49.93307,847299
South Asian,sub-subtopic,Solar Panel,Solar panel perception,-49.36141,-119.36141,-3.6957,46.3043,662178
Economic Co-Operation,sub-subtopic,Solar Panel,Sustainability analysis ,-49.35158,-119.35158,-13.82934,36.17066,29492
Technical Report,sub-subtopic,Solar Panel,Solar urban sustainability ,-49.34997,-119.34997,0.36386,50.36386,376365
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-49.34734,-119.34734,-13.79227,36.20773,665776
World Factbook,sub-subtopic,Solar Panel,Solar urban sustainability ,-49.34425,-119.34425,-11.21579,38.78421,301626
Photovoltaic Power,sub-subtopic,Solar Panel,Solar urban sustainability ,-49.34252,-119.34252,-4.08265,45.91735,654272
Global Energy,sub-subtopic,Solar Panel,Energy assessments,-49.34095,-119.34095,-14.40588,35.59412,52155
World Bank,sub-subtopic,Solar Panel,Solar urban sustainability ,-49.32808,-119.32808,-2.86541,47.13459,598360
Hurricane Maria,sub-subtopic,Solar Panel,Electricity access,-49.32738,-119.32738,-11.19953,38.80047,413511
Hurricane Fiona,sub-subtopic,Solar Panel,Solar innovation solutions ,-49.31719,-119.31719,-2.80567,47.19433,915102
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-49.31373,-119.31373,-13.37561,36.62439,133618
York Times,sub-subtopic,Solar Panel,Solar innovation solutions ,-49.31206,-119.31206,-13.9406,36.0594,248819
Puerto Rico,sub-subtopic,Solar Panel,Electricity access,-49.30237,-119.30237,0.6998,50.6998,848367
Mobile Connectivity,sub-subtopic,Solar Panel,Solar panel perception,-49.30011,-119.30011,-15.6,34.4,297703
Hurricanes Maria,sub-subtopic,Solar Panel,Solar innovation solutions ,-49.2956,-119.2956,-13.62048,36.37952,363167
Neural Network,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-49.29317,-119.29317,-15.72166,34.27834,67115
Performance Ratio,sub-subtopic,Solar Panel,Solar performance assessment,-49.29206,-119.29206,-13.66977,36.33023,800657
Solar Energy,sub-subtopic,Solar Panel,Solar Energy Optimization,-49.29178,-119.29178,-14.03144,35.96856,644384
Power Sector,sub-subtopic,Solar Panel,Solar urban sustainability ,-49.28946,-119.28946,-4.15959,45.84041,693335
Developing Countries,sub-subtopic,Solar Panel,Energy efficiency meaasures,-49.28734,-119.28734,-13.45505,36.54495,756985
Lisps,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.28678,-119.28678,-13.47672,36.52328,620808
Forecasting Trend,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.28511,-119.28511,-15.56639,34.43361,537719
Forecast Results,sub-subtopic,Solar Panel,Energy Risk indicators ,-49.28446,-119.28446,-3.71431,46.28569,831500
Forecast History,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.27928,-119.27928,-15.55306,34.44694,969240
Optimal Model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.27831,-119.27831,-14.07106,35.92894,928360
Accurately Predict,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.27808,-119.27808,-2.86986,47.13014,613763
Studies Mentioned,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-49.27337,-119.27337,0.26729,50.26729,865392
Study,sub-subtopic,Solar Panel,Solar urban sustainability ,-49.27233,-119.27233,-14.11588,35.88412,957727
Bil Stm,sub-subtopic,Solar Panel,Solar Energy Optimization,-49.27178,-119.27178,-14.49949,35.50051,985527
Potential Sources,sub-subtopic,Solar Panel,Solar Energy Optimization,-49.25183,-119.25183,-10.39203,39.60797,268367
Solar Energy,sub-subtopic,Solar Panel,Solar systems economics ,-49.24705,-119.24705,-14.23116,35.76884,156636
Variable Structure,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.24679,-119.24679,-13.25977,36.74023,664619
Variable Structure,sub-subtopic,Solar Panel,Solar panel perception,-49.24289,-119.24289,-15.55195,34.44805,824595
Research Hypotheses,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.23127,-119.23127,-11.74425,38.25575,864213
Model Proposed,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.22927,-119.22927,-14.32199,35.67801,478366
Model Predictions,sub-subtopic,Solar Panel,Energy Risk indicators ,-49.22461,-119.22461,-10.58453,39.41547,779883
Theoretical Perspectives,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.22316,-119.22316,-15.84194,34.15806,829316
Main Limitation,sub-subtopic,Solar Panel,Solar forecasting solutions ,-49.21789,-119.21789,-13.61283,36.38717,298894
Weather Station,sub-subtopic,Solar Panel,Solar energy dynamics ,-49.21724,-119.21724,-4.21959,45.78041,997938
Performance Ratio,sub-subtopic,Solar Panel,Solar performance assessment,-49.20678,-119.20678,-13.70227,36.29773,22178
Calculated Yearly,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-49.20235,-119.20235,0.44979,50.44979,385278
Removing Dust,sub-subtopic,Solar Panel,Solar urban sustainability ,-49.199,-119.199,-13.90644,36.09356,426282
Solar Systems,sub-subtopic,Solar Panel,Energy efficiency meaasures,-49.19617,-119.19617,-3.7546,46.2454,346147
Solar Plant,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-49.19511,-119.19511,-15.85222,34.14778,277891
Neural Networks,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-49.18279,-119.18279,-3.75459,46.24541,307880
Ann Structured,sub-subtopic,Solar Panel,Renewable energy Integration,-49.17705,-119.17705,-15.8025,34.1975,617128
Anna,sub-subtopic,Solar Panel,Solar panel perception,-49.17529,-119.17529,-3.17403,46.82597,588920
Networks Resemble,sub-subtopic,Solar Panel,Renewable energy Integration,-49.16383,-119.16383,-15.76422,34.23578,207582
Ann Structure,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-49.16293,-119.16293,-11.01425,38.98575,923854
Actual Output,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-49.15234,-119.15234,0.5498,50.5498,985734
Ann,sub-subtopic,Solar Panel,Renewable energy Integration,-49.15223,-119.15223,-3.40597,46.59403,928466
Weighted Sum,sub-subtopic,Solar Panel,Solar performance assessment,-49.14983,-119.14983,-15.71694,34.28306,101151
Popular Activation,sub-subtopic,Solar Panel,Renewable energy integration,-49.14955,-119.14955,-15.15363,34.84637,5236
Main Purpose,sub-subtopic,Solar Panel,Renewable energy transition ,-49.14919,-119.14919,-13.94365,36.05635,505858
Rnn Architecture,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.14538,-119.14538,-14.61643,35.38357,536897
Cnn-Lstm Network,sub-subtopic,Solar Panel,Solar energy dynamics ,-49.14205,-119.14205,-13.70394,36.29606,661801
Cnn-Lstm,sub-subtopic,Solar Panel,Renewable energy insights,-49.13723,-119.13723,-3.78875,46.21125,981464
Lstm Layer,sub-subtopic,Solar Panel,Solar performance assessment,-49.13602,-119.13602,5.14995,55.14995,638356
Forecasting Model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.13585,-119.13585,3.88335,53.88335,770407
Framework Flow,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.11418,-119.11418,-3.86848,46.13152,293723
Validation Process,sub-subtopic,Solar Panel,Solar Energy Optimization,-49.10983,-119.10983,-14.61671,35.38329,192590
Study Utilize,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.10788,-119.10788,-14.20338,35.79662,881479
Purpose,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.10057,-119.10057,-3.76042,46.23958,260636
Neural Network,sub-subtopic,Solar Panel,Solar energy dynamics ,-49.09872,-119.09872,-13.58644,36.41356,939273
Develop,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-49.08816,-119.08816,-13.79699,36.20301,873663
Performance Metrics,sub-subtopic,Solar Panel,Energy Risk indicators ,-49.08105,-119.08105,-6.43596,43.56404,729502
Rmse,sub-subtopic,Solar Panel,Energy Risk indicators ,-49.06066,-119.06066,-13.85449,36.14551,448459
Percentage Error,sub-subtopic,Solar Panel,Solar performance assessment,-49.05927,-119.05927,-15.64583,34.35417,362057
Forecasts Validated,sub-subtopic,Solar Panel,Energy Risk indicators ,-49.0541,-119.0541,-6.41374,43.58626,764249
Comparative Standards,sub-subtopic,Solar Panel,Solar energy dynamics ,-49.04427,-119.04427,-14.03755,35.96245,312858
Cnn-Lstm Model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.03973,-119.03973,-3.03236,46.96764,486779
Neural Networks,sub-subtopic,Solar Panel,Solar energy dynamics ,-49.03808,-119.03808,-2.06763,47.93237,65057
Maximum Power,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.0376,-119.0376,-15.78361,34.21639,91607
Maximum Loss,sub-subtopic,Solar Panel,Solar performance assessment,-49.0339,-119.0339,-3.84598,46.15402,541384
Fig.,sub-subtopic,Solar Panel,Solar performance assessment,-49.01955,-119.01955,-14.58032,35.41968,904517
Power Generation,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.01871,-119.01871,-14.62671,35.37329,83899
Range,sub-subtopic,Solar Panel,Solar performance assessment,-49.01677,-119.01677,-13.93477,36.06523,467138
Fig.,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.01306,-119.01306,-3.80014,46.19986,220380
Power Generation,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.00335,-119.00335,-2.05846,47.94154,697895
Rnn Model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-49.00288,-119.00288,-14.73115,35.26885,884264
Power Generation,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.98565,-118.98565,0.83312,50.83312,626917
Fig.,sub-subtopic,Solar Panel,Solar performance assessment,-48.97613,-118.97613,-2.03457,47.96543,670597
Cnn-Lstm Model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.97566,-118.97566,-13.94255,36.05745,65909
Loss Function,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.97208,-118.97208,-12.35145,37.64855,219353
Cnn-Lstm Hybrid,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.96904,-118.96904,0.24979,50.24979,1054067
Soiling Loss,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.95301,-118.95301,-5.58401,44.41599,377906
Error Loss,sub-subtopic,Solar Panel,Solar performance assessment,-48.95023,-118.95023,-5.6104,44.3896,853722
Prediction Results,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.94482,-118.94482,-15.17724,34.82276,276215
Ann Models,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.94343,-118.94343,-15.81638,34.18362,230459
Error Metrics,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.91815,-118.91815,-15.60084,34.39916,341117
Parallel Graph,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.9151,-118.9151,-14.76198,35.23802,26661
Power Generation,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.91427,-118.91427,-14.74032,35.25968,875667
Ann Model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.90454,-118.90454,-13.56116,36.43884,449697
Predicted Patterns,sub-subtopic,Solar Panel,Renewable energy Integration,-48.88204,-118.88204,-15.71444,34.28556,891254
Predicted Scenario,sub-subtopic,Solar Panel,Renewable energy Integration,-48.86482,-118.86482,-15.15836,34.84164,435068
Rnn Model,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.86111,-118.86111,-3.33653,46.66347,522368
Power Generation,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.83759,-118.83759,-15.82944,34.17056,300310
Plot,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.83607,-118.83607,5.78327,55.78327,725100
Gap Analysis,sub-subtopic,Solar Panel,Solar Energy Optimization,-48.82998,-118.82998,-4.51682,45.48318,29733
Performance Metric,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.82843,-118.82843,-14.79087,35.20913,953370
Forecast Models,sub-subtopic,Solar Panel,Solar forecasting solutions ,-48.80565,-118.80565,-15.85416,34.14584,31896
Accurate Modelling,sub-subtopic,Solar Panel,Solar Materials ,-48.80415,-118.80415,5.22228,55.22228,827479
Ips Developers,sub-subtopic,Solar Panel,Solar forecasting accuracy,-48.80271,-118.80271,5.16667,55.16667,380135
Research Study,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-48.79398,-118.79398,-15.58473,34.41527,639079
